content,Class
"I SAID GOOD DAY BIATCH
DONT BREAK WP:3RR BIATCH
HAHAHAHAHAHAHAHAHAHHAAHAHHAHAHAAHHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAH
AHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAAHHAHAHAHAHAHAHAHAHAHAHAHAHAHAH
AHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAH
AHAHAHAAHHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA",Abusive
"i only made the edit so i could read the fucking article not your stupid copyright notice wtf sort it out
i only made the edit so i could read the fucking article not your stupid copyright notice wtf sort it out",Abusive
"Of course it's also possible that you are, in fact, just a dick",Abusive
I never fucking make the fucking article in the first place what the fuck?,Abusive
YOU CANT STOP ME!! ILL COME BACK TOMOROW AND I KNOW YOU WONT BAN ME FOR MORE THAN A DAY!!!!! FUCK YOU WIKIPEDIA!!!!!!!,Abusive
"""
try these important things and maybe you won't be such a sucker motherfucker:

1. Learn how to spell. If things remain as they are, everyone is bound to consider you to be the ignorant lame-brained cult member you are.

2. Revert your attacks on Van Tucky on the talk pages. You come off as a vicious, vile psychopath. If you ever set your cult defending ass in a court of law, the jury would see through your charade in heartbeat.

3. Stop playing good cop- bad cop with your fucking retarded Dahn hack Forestgarden

4. Accept all Korean language sources you stupid bitch!! How dare you try to stifle and censor articles in the name of your fucked up cult. Your Forestgarden bitch believes its within Wiki policy to include Korean language articles when reporting on favorable aspects of your bitch master. Why don't you include all the other more negative portrayals in the Korean language. Also, who said this Itsahappyday fuckhead deserves to translate any Korean? This should all be disputed, you fucking racist, neo-nazi reject?

5. Stop using the word cynical to describe your """"enemies."""" You come off even more retarded than your Ilchee bitch master. Your philosophical maturity is less than that of a first grader. The world is """"cynical."""" Those who don't believe in Dahn are """"cynical."""" I can't wait until South Park makes an episode about your bitch cult. 

6. Are you fucking insane? Korea is the center of the universe? Korea as a cultural hub? Korea the place where the next messiah appears? You Dahn people never cease to amaze when it comes to your thought processes. Korea is not what your Ilchee bitch believes it to be. Think about it retard- the fucking nation of Palau has more of a right to talk about religious heritage than the fucking hermit kingdom. How can you be so retarded, that you choose a Korean cult? If you chose a Chinese or Indian one, at least it would show you have some portion of a brain. Coming to Korea and joining a Korean cult with Korea-centric views is more retarded than travelling to Antartica in search of good coffee while visiting Columbia in search of ice and snow.

7. One more time: the philosophical underpinnings of your shit cult are so flimsy I must question your intelligence.

8. Nicola Cola...what kind of bitch ass name is that? what is wrong with you?

And you wonder why you need to join a fucked up cult to find friendship and loving. Dumb fuck!!!!!!""",Abusive
U SUCK REALY HUDGE COCK!,Abusive
you suck donkey balls fag,Abusive
"What the fuck? 

Cluebot NG is in your house... does that?",Abusive
And the pay sucks o),Abusive
"""
""""I want to be a fuck you.""""
That's a song.

Open Proxy! Yes!""",Abusive
"You're a motherfucking homo try getting a life. You delete perfectly good articles for no good reason then insult the maker of the account.
It's your own fault everyone's been attacking you, you good-for-nothing fuck.
And fuck this filter that tried to stop me, it can't protect you from the truth.
This is going to keep happening, from me, from the people you fucked over, from their friends.
And stop salting your hair you freak, you look like a goddamned hobo!",Abusive
"I look like an idiot because I just burst out laughing. Damn you, Mike.",Abusive
"Don't have an article huh? What the hell are you on about... Your profile says you have a BASIC understanding of English and that you are Portuguese... See, you have your own Wikipedia located here http://pt.wikipedia.org/wiki/... So why don't you stick to editing your own wikipedia instead of fucking about with the English one, especially as you clearly don't understand what the hell you are talking about.",Abusive
"""

 Wikipedia sucks. 

All of these """"post monitors"""" or whatever the hell you asshole are, you suck. You really ruin wikipedia. If I can't even be in control of my own fucking page, on a website where you're free to edit and add input to anything else, is fucked up. Fuck you all, you're all huge faggots. Go ahead and have a power trip on me, you fucking bitch ass pussy.""",Abusive
"""

Well well well you grinning no life turd licking cunt, why don't you go and buggerize yourself on a traffic cone """"Doctor"""" Nick you fat fucking cunt.

P.S. thanks for reverting my correct and loving changes to various wiki's you dirty scrot badgering cock monster why don't you go and get a nice red dress and fuck yourself in the mirror like your dad did thusly your trauma. P.S. CUNT.""",Abusive
"Bahamut is gay 

It's true you little bitch.",Abusive
"""

You know... [Wikipedia:Articles for deletion/Frasier's Curse you're fucking crazier] than I  thought. Try ADDING SOME CONTENT, not judging others. What a frigging piker. GROW THE FUCK UP. // nkB """,Abusive
"""

Bullshit! Why does Amy Roloff get her own entry if Matt's the breadwinner? Does that mean Kate's the breadwinner? BOTH Roloffs get one. It's *not* the Kate show! It's a whitewash from the obsessive Jon & Kate """"sheeple"""" from writing about his exploits bar hopping w/ college co-eds. Matt Roloff has his own entry and fairly includes the bad side of his life, his DUI arrest and trial. Jon would also have to have his own entry include the bad. But the fanaticals have their heads buried in the sand and *won't* acknowledge one single negative. This (((ISN'T))) a balanced article. It's a commercial!""",Abusive
"Honesty, where the fuck is the Adeputs Mechanicus page, I typed Machine God in search and some crap that has nothing to do with Warhammer 40,000 turned up, honesty what the fuck, whoever is killing Warhammer 40,000 on wikipedia needs to die in the fire and if you don't like what I said, then you can join them as well, deal with it.(  )",Abusive
"Bitch 

Shit!!!

 go to hell!!!",Abusive
"Go away and stop bothering me 

i don't want your slimy s**t all over my page, so why don't you f**k off and leave the rest of us to celebrate the fact we're all going to DIE??? YAYYYYYY 😄",Abusive
"FUCK YOU, MEDIA PIECE OF SHIT!",Abusive
"Terrorize 
I will terrorise you for as long as you live - you are an arrogant, disgusting and rude excuse for a human being & you are going to die soon so I suggest you stop threatening people you bastard.",Abusive
I am a fucking retarded nigger,Abusive
"\

i DONT GIVE A FUCK BECAUSE YOU REMOVE CORRECT FACTS AND PUT ONLY GREEK LIES.",Abusive
"Get a life you animal fucker
Shut up you fucking nigger. Fuck off and shit your pants full of all the shit you can fill them with. 144.131.176.126",Abusive
"You Are A Piece Of Shit 

How dare you deface the truth! You disgusting piece of slime, you vile wretch, you do not deserve life, I should take your pathetic heart out of your chest and watch its' last withering beats die out in my hand. NOOB. SCUM. 

When I am the supreme ruler of planet earth I will see to it that you are the first to be thrown into the furnace, I will heat the populace of my great cities with your ashes.

D I E

hehe",Abusive
"Listen up you fucking fanboys 

This article is a comic book and as such does not belong in an encyclopedia.  I hate everyone who has ever edited this article.  I hope everyone they love rejects them, I hope every insititution they believe in is destroyed, I hope that they realize on their death beds that every decision in their life was wrong and they die with regret.",Abusive
"Gay BITCH

Thanks for deleting the important talk page of club penguin BITCH! Rot In HELL!",Abusive
"""

im not discussing anything. are u even from valencia??? uve got no idea what ure doing, by replacing our language with another one, u know how insulting that is for us??? wiping out our culture, roots and identity? u think this is some kind of stupid game? YOU'RE THE ONES ATTACKING US, WHY CANT U FUCKING LEAVE US ALONE, U COME TO VALENCIA AND SAY CATALAN IS THE SAME AS VALENCIAN AND U WOULDNT GET OUT ALIVE. WE'RE TIRED OF THIS CATALAN IMPERIALISM OF ABSORBING OTHER CULTURES, LIKE THEIR FLAG """"SENYERA"""" IS ACTUALLY ARAGONESE.

this whole wikishit is so stupidly biased. ive got many proofs that valencian and catalan are sister tongues but one does not come from the other, however they're in spanish and my english is not that good to properly translate it nor ive got enough time to do it.""",Abusive
"what up chink 

wackpedia admins are faggots, you know that, so shut the fuck up",Abusive
FUCK YOU!!!!!!!!!!!! YOU FUCKING NIGGER BAG OF SHIT I HOPE YOU DIE IN A HORRIBLE FIRE WITH YOUR GAY ASS KIDS I WILL SLIT THEIR THROAT YOU MOTHERFUCKER DONT YOU EVER THINK OF BANNING ME AGAIN OR I WILL RAPE YOU ANALLY!!!!!,Abusive
suck it Mr Potto you ugly little twat. Maybe ill take a trip to london soon old chap,Abusive
"Where you at devil? The World's Greatest Terrorist hasn't forgot about you scum 

Fuck yourself with a sword sissy",Abusive
"Such my cock

You're threatening to block me? I can change my IP adress within a manner of seconds. I've been blocked  from this site so many times that even if I'll be living till the end of times I won't be able to count them. I remember that at one times I was banned for three months, yet I was revandalising this site and attacking wikipedians before the ban was over.",Abusive
"""

 Nonsense?  As I already said, that they are white trash can be empirically proven.  That article basically declared them all an incestuous group, and I didn't see any footnotes upon it.  You want to talk about nonsense?  Lets see some proof for the idea that all Westboro members are related by blood.  Otherwise, I'll keep adding my shit, and you can cram your elitist """"ZOMG I'M A REGISTERED USER ON A FREE ENCYCLOPEDIA"""" attitude.  """,Abusive
"Fuck you

Don't tell me how to behave. I have more power here than you.    00:25, 3 May 2010",Abusive
I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuck niggas! I fuc,Abusive
